,hypernym,term,tree_id,train_test_split
3172,温度变化,对流,734,test
3173,温度变化,平流,734,test
3174,温度变化,冷却,734,test
3175,温度变化,加温,734,test
3176,温度变化,气候变化,734,test
3177,冷却,冷冻,734,test
3178,冷却,热散逸,734,test
3179,冷却,凝固,734,test
3180,加温,辐射供暖,734,test
3181,加温,熔化,734,test
3182,加温,沸腾,734,test
3183,加温,热度过高,734,test
3184,加温,感应加热,734,test
3185,加温,全球升温,734,test
3186,凝固,冷冻干燥法,734,test
3187,凝固,结霜,734,test
3188,沸腾,煎煮,734,test
3189,热度过高,堆芯熔毁,734,test
3190,礼服,学位袍,735,test
3191,学位袍,黑色大袖法衣,735,test
3192,杂技,一字马,737,test
3193,杂技,向后弯成圈状,737,test
3194,杂技,侧手翻,737,test
3195,杂技,倒立,737,test
3196,杂技,翻斤斗,737,test
3197,翻斤斗,空翻,737,test
3198,空翻,后手翻,737,test
3199,相互作用,接触,738,test
3200,才能,胜任,740,test
3201,分泌液,乳液,741,test
3202,乳液,印度橡胶,741,test
3203,印度橡胶,泡沫橡胶,741,test
3204,印度橡胶,三叶橡胶,741,test
3205,印度橡胶,低温硫化橡胶,741,test
3206,印度橡胶,硬化橡皮,741,test
3207,申请人,怀抱大志者,752,test
3208,气泡,气泡,753,test
3209,地板蒙布,地毯,756,test
3210,地毯,门口地垫,756,test
3211,地毯,布鲁塞尔地毯,756,test
3212,地毯,库尔德地毯,756,test
3213,地毯,飞毯,756,test
3214,地毯,壁炉前地毯,756,test
3215,地毯,阔幅织物,756,test
3216,地毯,粗毛毯,756,test
3217,恐怖病,单纯恐怖症,758,test
3218,恐怖病,广场恐怖症,758,test
3219,恐怖病,社交恐惧症,758,test
3220,单纯恐怖症,恐水症,758,test
3221,单纯恐怖症,恐怖症恐惧,758,test
3222,单纯恐怖症,雷电恐怖,758,test
3223,单纯恐怖症,电脑恐惧症,758,test
3224,单纯恐怖症,自秽恐怖,758,test
3225,单纯恐怖症,活埋恐怖,758,test
3226,单纯恐怖症,火焰恐怖,758,test
3227,单纯恐怖症,声音恐怖,758,test
3228,单纯恐怖症,不洁恐怖,758,test
3229,单纯恐怖症,死亡恐惧,758,test
3230,单纯恐怖症,光恐怖,758,test
3231,单纯恐怖症,幽闭恐怖症,758,test
3232,单纯恐怖症,黑夜恐怖症,758,test
3233,单纯恐怖症,疼痛恐怖,758,test
3234,单纯恐怖症,恐水病,758,test
3235,单纯恐怖症,恐高症,758,test
3236,单纯恐怖症,十三数恐怖,758,test
3237,单纯恐怖症,新奇恐怖症,758,test
3238,单纯恐怖症,睡眠恐怖,758,test
3239,社交恐惧症,破伤风恐怖,758,test
3240,社交恐惧症,恐男症,758,test
3241,社交恐惧症,仇外,758,test
3242,社交恐惧症,恐伤症,758,test
3243,社交恐惧症,恐女症,758,test
3244,社交恐惧症,学校恐怖症,758,test
3245,不饱和脂肪酸,蓖麻油酸,760,test
3246,不饱和脂肪酸,桐酸,760,test
3247,不饱和脂肪酸,单不饱和脂肪酸,760,test
3248,不饱和脂肪酸,多不饱和脂肪酸,760,test
3249,单不饱和脂肪酸,反油酸,760,test
3250,多不饱和脂肪酸,Ω3脂肪酸,760,test
3251,多不饱和脂肪酸,Ω-6脂肪酸,760,test
3252,Ω3脂肪酸,二十二碳六烯酸,760,test
3253,Ω3脂肪酸,十二碳五烯酸,760,test
3254,Ω3脂肪酸,亚麻酸,760,test
